System,Timestamp,Residency
SystemB,2024-01-01 00:21:00,50.38990778349886
SystemC,2024-01-01 00:21:00,51.48402409755707
SystemA,2024-01-01 00:22:00,51.15708176776312
SystemB,2024-01-01 00:22:00,51.12025163867001
SystemC,2024-01-01 00:22:00,51.564169215112116
SystemA,2024-01-01 00:23:00,50.454503649338314
SystemB,2024-01-01 00:23:00,50.99957560648215
SystemC,2024-01-01 00:23:00,51.46559962592316
SystemA,2024-01-01 00:24:00,50.19690549913675
SystemB,2024-01-01 00:24:00,50.698363835029994
SystemC,2024-01-01 00:24:00,50.92371534732514
SystemA,2024-01-01 00:25:00,51.7561250950986
SystemB,2024-01-01 00:25:00,50.56067651013514
SystemC,2024-01-01 00:25:00,50.598876380529376
SystemA,2024-01-01 00:26:00,50.23296709894946
SystemB,2024-01-01 00:26:00,51.58326711765171
SystemC,2024-01-01 00:26:00,51.06090296886351
SystemA,2024-01-01 00:27:00,51.408357621649614
SystemB,2024-01-01 00:27:00,51.365055178395224
SystemC,2024-01-01 00:27:00,51.23887418951927
SystemA,2024-01-01 00:28:00,51.722841062605426
SystemB,2024-01-01 00:28:00,51.634691563981896
SystemC,2024-01-01 00:28:00,51.022491282111076
SystemA,2024-01-01 00:29:00,50.97576899129125
SystemB,2024-01-01 00:29:00,52.032658046837646
SystemC,2024-01-01 00:29:00,51.076034631800724
SystemA,2024-01-01 00:30:00,51.906473025017576
SystemB,2024-01-01 00:30:00,50.948553724475836
SystemC,2024-01-01 00:30:00,51.558311083179035
SystemA,2024-01-01 00:31:00,51.742610882302145
SystemB,2024-01-01 00:31:00,51.13649023502738
SystemC,2024-01-01 00:31:00,51.17359678482715
SystemA,2024-01-01 00:32:00,50.23442941224103
SystemB,2024-01-01 00:32:00,50.54880129097524
SystemC,2024-01-01 00:32:00,52.09478877832161
SystemA,2024-01-01 00:33:00,51.820330763610094
SystemB,2024-01-01 00:33:00,51.85379144925119
SystemC,2024-01-01 00:33:00,51.453398310647714
SystemA,2024-01-01 00:34:00,31.71553632153767
SystemB,2024-01-01 00:34:00,52.02955136013489
SystemC,2024-01-01 00:34:00,51.833984055831316
SystemA,2024-01-01 00:35:00,51.05348760554654
SystemB,2024-01-01 00:35:00,52.12649960595643
SystemC,2024-01-01 00:35:00,51.92948433720368
SystemA,2024-01-01 00:36:00,50.84079364375462
SystemB,2024-01-01 00:36:00,51.944159583047636
SystemC,2024-01-01 00:36:00,51.25266008047098
SystemA,2024-01-01 00:37:00,50.72984411431528
SystemB,2024-01-01 00:37:00,52.12525260682668
SystemC,2024-01-01 00:37:00,51.62994057820037
SystemA,2024-01-01 00:38:00,51.77164382011313
SystemB,2024-01-01 00:38:00,51.700181972061664
SystemC,2024-01-01 00:38:00,52.21401516043911
SystemA,2024-01-01 00:39:00,51.553673246730135
SystemB,2024-01-01 00:39:00,50.832626166227136
SystemC,2024-01-01 00:39:00,51.58376780274783
SystemA,2024-01-01 00:40:00,52.49527681809064
SystemB,2024-01-01 00:40:00,51.841048852964214
SystemC,2024-01-01 00:40:00,51.54869894109247
SystemA,2024-01-01 00:41:00,50.863054606514616
SystemB,2024-01-01 00:41:00,50.90190209608979
SystemC,2024-01-01 00:41:00,51.94750595384262
SystemA,2024-01-01 00:42:00,51.31503012812705
SystemB,2024-01-01 00:42:00,51.437087931439166
SystemC,2024-01-01 00:42:00,52.79203868737724
SystemA,2024-01-01 00:43:00,31.280290899353496
SystemB,2024-01-01 00:43:00,51.56391252502744
SystemC,2024-01-01 00:43:00,51.94051044095844
SystemA,2024-01-01 00:44:00,52.131365719604396
SystemB,2024-01-01 00:44:00,52.68918936246693
SystemC,2024-01-01 00:44:00,52.161849942124114
SystemA,2024-01-01 00:45:00,52.13500506057091
SystemB,2024-01-01 00:45:00,52.68625006877991
SystemC,2024-01-01 00:45:00,51.861320743170744
SystemA,2024-01-01 00:46:00,51.823435702227634
SystemB,2024-01-01 00:46:00,51.84558238032693
SystemC,2024-01-01 00:46:00,52.002808134286695
SystemA,2024-01-01 00:47:00,52.48621016866003
SystemB,2024-01-01 00:47:00,51.82879410127565
SystemC,2024-01-01 00:47:00,52.86254939555861
SystemA,2024-01-01 00:48:00,52.430106586664905
SystemB,2024-01-01 00:48:00,52.53516253164344
SystemC,2024-01-01 00:48:00,51.6262695902505
SystemA,2024-01-01 00:49:00,53.01072600284858
SystemB,2024-01-01 00:49:00,52.30387389962464
SystemC,2024-01-01 00:49:00,51.79117134115241
SystemA,2024-01-01 00:50:00,51.82848452697514
SystemB,2024-01-01 00:50:00,52.09440417189681
SystemC,2024-01-01 00:50:00,51.066908441399804
SystemA,2024-01-01 00:51:00,52.20078840712306
SystemB,2024-01-01 00:51:00,53.20014740306766
SystemC,2024-01-01 00:51:00,53.448976002598
SystemA,2024-01-01 00:52:00,51.92203692673104
SystemB,2024-01-01 00:52:00,52.22928137205469
SystemC,2024-01-01 00:52:00,52.297221244548325
SystemA,2024-01-01 00:53:00,52.61406259004663
SystemB,2024-01-01 00:53:00,52.1436179586015
SystemC,2024-01-01 00:53:00,52.61660423361051
SystemA,2024-01-01 00:54:00,51.9956450750181
SystemB,2024-01-01 00:54:00,52.343645752183534
SystemC,2024-01-01 00:54:00,52.83902031618552
SystemA,2024-01-01 00:55:00,52.210050327402215
SystemB,2024-01-01 00:55:00,53.28739263379268
SystemC,2024-01-01 00:55:00,52.06993066404944
SystemA,2024-01-01 00:56:00,52.33349794249699
SystemB,2024-01-01 00:56:00,52.38802859784954
SystemC,2024-01-01 00:56:00,52.79739533021396
SystemA,2024-01-01 00:57:00,52.54275395068218
SystemB,2024-01-01 00:57:00,51.6259601990606
SystemC,2024-01-01 00:57:00,52.57863239323164
SystemA,2024-01-01 00:58:00,52.90939948213245
SystemB,2024-01-01 00:58:00,52.94276137267483
SystemC,2024-01-01 00:58:00,51.91650578090007
SystemA,2024-01-01 00:59:00,52.91776390582408
SystemB,2024-01-01 00:59:00,53.690760644800086
SystemC,2024-01-01 00:59:00,51.9609672960285
SystemA,2024-01-01 01:00:00,52.66440382249942
SystemB,2024-01-01 01:00:00,51.78044211262752
SystemC,2024-01-01 01:00:00,52.01332746981385
SystemA,2024-01-01 01:01:00,51.97598410117262
SystemB,2024-01-01 01:01:00,52.42817501047986
SystemC,2024-01-01 01:01:00,52.14030690251193
SystemA,2024-01-01 01:02:00,53.52975549823204
SystemB,2024-01-01 01:02:00,52.91563376585613
SystemC,2024-01-01 01:02:00,52.68326476129124
SystemA,2024-01-01 01:03:00,52.74278853774934
SystemB,2024-01-01 01:03:00,52.679614017058014
SystemC,2024-01-01 01:03:00,52.105408374128196
SystemA,2024-01-01 01:04:00,52.654602720660435
SystemB,2024-01-01 01:04:00,53.80458792791095
SystemC,2024-01-01 01:04:00,53.785620345367526
SystemA,2024-01-01 01:05:00,52.869176120354346
SystemB,2024-01-01 01:05:00,53.70048463160075
SystemC,2024-01-01 01:05:00,53.581545123617566
SystemA,2024-01-01 01:06:00,53.666149732418816
SystemB,2024-01-01 01:06:00,32.17633476816793
SystemC,2024-01-01 01:06:00,51.960616765636296
SystemA,2024-01-01 01:07:00,52.6881920964929
SystemB,2024-01-01 01:07:00,52.83552619569834
SystemC,2024-01-01 01:07:00,52.55165329682088
SystemA,2024-01-01 01:08:00,52.823251481660925
SystemB,2024-01-01 01:08:00,52.40795062164021
SystemC,2024-01-01 01:08:00,54.190664622788155
SystemA,2024-01-01 01:09:00,53.168451920242305
SystemB,2024-01-01 01:09:00,53.58797897576516
SystemC,2024-01-01 01:09:00,52.17467469716557
SystemA,2024-01-01 01:10:00,53.76496095296789
SystemB,2024-01-01 01:10:00,52.74883111717456
SystemC,2024-01-01 01:10:00,53.48536468933673
SystemA,2024-01-01 01:11:00,53.37760119483369
SystemB,2024-01-01 01:11:00,53.01742132653034
SystemC,2024-01-01 01:11:00,53.12934951057427
SystemA,2024-01-01 01:12:00,52.64145691137292
SystemB,2024-01-01 01:12:00,53.645547094394914
SystemC,2024-01-01 01:12:00,53.41473488724496
SystemA,2024-01-01 01:13:00,53.58230631415646
SystemB,2024-01-01 01:13:00,52.97158385697948
SystemC,2024-01-01 01:13:00,52.78152665582817
SystemA,2024-01-01 01:14:00,52.84175281237609
SystemB,2024-01-01 01:14:00,53.70072200269364
SystemC,2024-01-01 01:14:00,53.17547022360915
SystemA,2024-01-01 01:15:00,53.00814077823747
SystemB,2024-01-01 01:15:00,53.24143104236426
SystemC,2024-01-01 01:15:00,53.462197839404354
SystemA,2024-01-01 01:16:00,54.39305388321819
SystemB,2024-01-01 01:16:00,53.069470961998114
SystemC,2024-01-01 01:16:00,53.22290385164761
SystemA,2024-01-01 01:17:00,52.64574492497929
SystemB,2024-01-01 01:17:00,52.60765887407366
SystemC,2024-01-01 01:17:00,53.13208948031606
SystemA,2024-01-01 01:18:00,52.82202089825182
SystemB,2024-01-01 01:18:00,52.97592199107145
SystemC,2024-01-01 01:18:00,53.27121325192616
SystemA,2024-01-01 01:19:00,53.10673491089275
SystemB,2024-01-01 01:19:00,53.648960466413826
SystemC,2024-01-01 01:19:00,53.40646153613591
SystemA,2024-01-01 01:20:00,53.455487063660016
SystemB,2024-01-01 01:20:00,53.13857996501904
SystemC,2024-01-01 01:20:00,53.762030583335616
SystemA,2024-01-01 01:21:00,52.77968905291255
SystemB,2024-01-01 01:21:00,53.05712798127205
SystemC,2024-01-01 01:21:00,54.18052866468997
SystemA,2024-01-01 01:22:00,53.92837161221572
SystemB,2024-01-01 01:22:00,53.58995618326889
SystemC,2024-01-01 01:22:00,53.40075488217339
SystemA,2024-01-01 01:23:00,54.02371642670525
SystemB,2024-01-01 01:23:00,52.95181106342822
SystemC,2024-01-01 01:23:00,53.83050542216952
SystemA,2024-01-01 01:24:00,54.049336940302375
SystemB,2024-01-01 01:24:00,53.34388960486375
SystemC,2024-01-01 01:24:00,54.51574774007039
SystemA,2024-01-01 01:25:00,54.65133070324344
SystemB,2024-01-01 01:25:00,53.165756715135075
SystemC,2024-01-01 01:25:00,53.297255432013685
SystemA,2024-01-01 01:26:00,53.477045559528996
SystemB,2024-01-01 01:26:00,53.492385725600776
SystemC,2024-01-01 01:26:00,53.666145519015075
SystemA,2024-01-01 01:27:00,54.50589878745089
SystemB,2024-01-01 01:27:00,54.16196569701264
SystemC,2024-01-01 01:27:00,53.29332379852779
SystemA,2024-01-01 01:28:00,53.04834461425954
SystemB,2024-01-01 01:28:00,54.06341122759013
SystemC,2024-01-01 01:28:00,54.36037863358531
SystemA,2024-01-01 01:29:00,53.55765778133831
SystemB,2024-01-01 01:29:00,53.35092901781232
SystemC,2024-01-01 01:29:00,52.73671403734963
SystemA,2024-01-01 01:30:00,53.68502944671571
SystemB,2024-01-01 01:30:00,53.93316209236659
SystemC,2024-01-01 01:30:00,53.07210882775474
SystemA,2024-01-01 01:31:00,53.45165771754272
SystemB,2024-01-01 01:31:00,53.80583525034951
SystemC,2024-01-01 01:31:00,53.39904554605626
SystemA,2024-01-01 01:32:00,54.213544651292636
SystemB,2024-01-01 01:32:00,53.99687775487349
SystemC,2024-01-01 01:32:00,54.38772806642178
SystemA,2024-01-01 01:33:00,53.64218745029876
SystemB,2024-01-01 01:33:00,54.278726589199515
SystemC,2024-01-01 01:33:00,54.29636119250342
SystemA,2024-01-01 01:34:00,53.54558940825378
SystemB,2024-01-01 01:34:00,52.75816798339923
SystemC,2024-01-01 01:34:00,53.92118477297121
SystemA,2024-01-01 01:35:00,53.861488087707386
SystemB,2024-01-01 01:35:00,54.10808569172509
SystemC,2024-01-01 01:35:00,52.93939400659609
SystemA,2024-01-01 01:36:00,53.776933697332964
SystemB,2024-01-01 01:36:00,54.47158983087568
SystemC,2024-01-01 01:36:00,54.42112608705527
SystemA,2024-01-01 01:37:00,55.660238041888476
SystemB,2024-01-01 01:37:00,52.90979966552627
SystemC,2024-01-01 01:37:00,54.5537162380811
SystemA,2024-01-01 01:38:00,54.81079178560081
SystemB,2024-01-01 01:38:00,54.307479923980566
SystemC,2024-01-01 01:38:00,53.837569816643494
SystemA,2024-01-01 01:39:00,54.04859867345307
SystemB,2024-01-01 01:39:00,54.088127992369984
SystemC,2024-01-01 01:39:00,53.784486415787164
SystemA,2024-01-01 01:40:00,54.3779438167892
SystemB,2024-01-01 01:40:00,55.00426730478684
SystemC,2024-01-01 01:40:00,53.545448630773826
SystemA,2024-01-01 01:41:00,54.68399909557726
SystemB,2024-01-01 01:41:00,54.97814536320592
SystemC,2024-01-01 01:41:00,54.500829822840146
SystemA,2024-01-01 01:42:00,53.45489104747238
SystemB,2024-01-01 01:42:00,53.80019744811893
SystemC,2024-01-01 01:42:00,54.58484737269648
SystemA,2024-01-01 01:43:00,54.55561438509989
SystemB,2024-01-01 01:43:00,53.72052991638663
SystemC,2024-01-01 01:43:00,53.039317888167794
SystemA,2024-01-01 01:44:00,54.54277319549545
SystemB,2024-01-01 01:44:00,53.92927537769217
SystemC,2024-01-01 01:44:00,55.22338476648579
SystemA,2024-01-01 01:45:00,54.311339896907164
SystemB,2024-01-01 01:45:00,54.23523593236844
SystemC,2024-01-01 01:45:00,54.498079206595236
SystemA,2024-01-01 01:46:00,53.99525495756303
SystemB,2024-01-01 01:46:00,54.54846992032772
SystemC,2024-01-01 01:46:00,54.15783925439525
SystemA,2024-01-01 01:47:00,55.16343455634387
SystemB,2024-01-01 01:47:00,54.594317409205615
SystemC,2024-01-01 01:47:00,54.39209219075258
SystemA,2024-01-01 01:48:00,54.84581222516244
SystemB,2024-01-01 01:48:00,54.466043014051046
SystemC,2024-01-01 01:48:00,53.67691316567098
SystemA,2024-01-01 01:49:00,54.061716456769275
SystemB,2024-01-01 01:49:00,54.39568165555133
SystemC,2024-01-01 01:49:00,55.705486877437664
SystemA,2024-01-01 01:50:00,54.29504279262931
SystemB,2024-01-01 01:50:00,54.58520461227436
SystemC,2024-01-01 01:50:00,54.06424823325698
SystemA,2024-01-01 01:51:00,54.55236471370408
SystemB,2024-01-01 01:51:00,54.469673767444085
SystemC,2024-01-01 01:51:00,54.19399830069299
SystemA,2024-01-01 01:52:00,54.51631869327899
SystemB,2024-01-01 01:52:00,55.51191436024897
SystemC,2024-01-01 01:52:00,54.972073328649124
SystemA,2024-01-01 01:53:00,54.544401976574136
SystemB,2024-01-01 01:53:00,54.20065840515619
SystemC,2024-01-01 01:53:00,54.53944551728465
SystemA,2024-01-01 01:54:00,54.632283518464035
SystemB,2024-01-01 01:54:00,53.97066730416656
SystemC,2024-01-01 01:54:00,55.20480463654941
SystemA,2024-01-01 01:55:00,54.20557529203337
SystemB,2024-01-01 01:55:00,54.87665268943547
SystemC,2024-01-01 01:55:00,54.81955852398185
SystemA,2024-01-01 01:56:00,34.652577806952905
SystemB,2024-01-01 01:56:00,54.652629262552104
SystemC,2024-01-01 01:56:00,54.72353586241956
SystemA,2024-01-01 01:57:00,55.31334143155878
SystemB,2024-01-01 01:57:00,54.89560613138378
SystemC,2024-01-01 01:57:00,55.540563375902686
SystemA,2024-01-01 01:58:00,55.36589165587064
SystemB,2024-01-01 01:58:00,55.70319477729485
SystemC,2024-01-01 01:58:00,34.92888531795867
SystemA,2024-01-01 01:59:00,55.03593487350276
SystemB,2024-01-01 01:59:00,54.449329283400445
SystemC,2024-01-01 01:59:00,55.03621035341344
SystemA,2024-01-01 02:00:00,54.176803887762205
SystemB,2024-01-01 02:00:00,54.269513882880716
SystemC,2024-01-01 02:00:00,54.938801722905225
SystemA,2024-01-01 02:01:00,54.64518031639209
SystemB,2024-01-01 02:01:00,55.55171971769053
SystemC,2024-01-01 02:01:00,55.543843929984405
SystemA,2024-01-01 02:02:00,55.86047623753059
SystemB,2024-01-01 02:02:00,55.092677720147
SystemC,2024-01-01 02:02:00,55.26521020455912
SystemA,2024-01-01 02:03:00,55.618573874272336
SystemB,2024-01-01 02:03:00,54.70964127454787
SystemC,2024-01-01 02:03:00,55.148213411810914
SystemA,2024-01-01 02:04:00,54.0397513469065
SystemB,2024-01-01 02:04:00,55.19401091349259
SystemC,2024-01-01 02:04:00,54.89916563094958
SystemA,2024-01-01 02:05:00,55.546517629822574
SystemB,2024-01-01 02:05:00,55.15558241976704
SystemC,2024-01-01 02:05:00,55.70350946650263
SystemA,2024-01-01 02:06:00,55.25096043249377
SystemB,2024-01-01 02:06:00,54.4901773475001
SystemC,2024-01-01 02:06:00,54.979224537905594
SystemA,2024-01-01 02:07:00,55.73180122076398
SystemB,2024-01-01 02:07:00,55.7398248084801
SystemC,2024-01-01 02:07:00,56.00496412841702
SystemA,2024-01-01 02:08:00,55.08110685554167
SystemB,2024-01-01 02:08:00,55.6701899330896
SystemC,2024-01-01 02:08:00,54.95361363704942
SystemA,2024-01-01 02:09:00,56.04553341617233
SystemB,2024-01-01 02:09:00,55.06442423693854
SystemC,2024-01-01 02:09:00,34.31708084062912
SystemA,2024-01-01 02:10:00,55.71165130219844
SystemB,2024-01-01 02:10:00,55.11592243279202
SystemC,2024-01-01 02:10:00,54.57349330561766
SystemA,2024-01-01 02:11:00,54.983016111886016
SystemB,2024-01-01 02:11:00,55.56741615876343
SystemC,2024-01-01 02:11:00,56.02158512121361
SystemA,2024-01-01 02:12:00,55.3109113519349
SystemB,2024-01-01 02:12:00,55.07563704386744
SystemC,2024-01-01 02:12:00,55.44103658492297
SystemA,2024-01-01 02:13:00,54.594681723839365
SystemB,2024-01-01 02:13:00,55.689912571185154
SystemC,2024-01-01 02:13:00,55.64181587508342
SystemA,2024-01-01 02:14:00,55.371972436517076
SystemB,2024-01-01 02:14:00,55.609838275118044
SystemC,2024-01-01 02:14:00,55.85488770460615
SystemA,2024-01-01 02:15:00,55.50145330918948
SystemB,2024-01-01 02:15:00,55.74646700679155
SystemC,2024-01-01 02:15:00,54.65072812932679
SystemA,2024-01-01 02:16:00,56.186348106407195
SystemB,2024-01-01 02:16:00,56.14507179343975
SystemC,2024-01-01 02:16:00,56.00186164376455
SystemA,2024-01-01 02:17:00,55.426395046161026
SystemB,2024-01-01 02:17:00,55.90616798315468
SystemC,2024-01-01 02:17:00,55.198208793413166
SystemA,2024-01-01 02:18:00,55.69937827619111
SystemB,2024-01-01 02:18:00,55.85163685515431
SystemC,2024-01-01 02:18:00,56.3317055769239
SystemA,2024-01-01 02:19:00,55.94685645770629
SystemB,2024-01-01 02:19:00,55.740001023623186
SystemC,2024-01-01 02:19:00,55.995276202570125
SystemA,2024-01-01 02:20:00,55.98301604208043
SystemB,2024-01-01 02:20:00,55.65882288144985
SystemC,2024-01-01 02:20:00,55.74670430931849
SystemA,2024-01-01 02:21:00,56.00914680076254
SystemB,2024-01-01 02:21:00,56.20496954933155
SystemC,2024-01-01 02:21:00,56.137972340358274
SystemA,2024-01-01 02:22:00,55.875613099225895
SystemB,2024-01-01 02:22:00,55.60844990094859
SystemC,2024-01-01 02:22:00,55.258578012357745
SystemA,2024-01-01 02:23:00,55.55013280661473
SystemB,2024-01-01 02:23:00,56.470894740947
SystemC,2024-01-01 02:23:00,56.28374122600146
SystemA,2024-01-01 02:24:00,55.91687271100798
SystemB,2024-01-01 02:24:00,56.38168542740713
SystemC,2024-01-01 02:24:00,55.579120463936476
SystemA,2024-01-01 02:25:00,55.35789818101464
SystemB,2024-01-01 02:25:00,55.56397794870127
SystemC,2024-01-01 02:25:00,55.0684330418869
SystemA,2024-01-01 02:26:00,56.00106270645979
SystemB,2024-01-01 02:26:00,56.896143716759774
SystemC,2024-01-01 02:26:00,56.025215588787276
SystemA,2024-01-01 02:27:00,56.59085011195915
SystemB,2024-01-01 02:27:00,56.491198700385034
SystemC,2024-01-01 02:27:00,55.78263211452164
SystemA,2024-01-01 02:28:00,56.33136131501205
SystemB,2024-01-01 02:28:00,56.35688504911209
SystemC,2024-01-01 02:28:00,55.36480904894669
SystemA,2024-01-01 02:29:00,56.51316596062806
SystemB,2024-01-01 02:29:00,55.84545050816819
SystemC,2024-01-01 02:29:00,55.771130095073865
SystemA,2024-01-01 02:30:00,55.52864151601395
SystemB,2024-01-01 02:30:00,55.289301023216645
SystemC,2024-01-01 02:30:00,56.06200895960124
SystemA,2024-01-01 02:31:00,56.2661991326463
SystemB,2024-01-01 02:31:00,55.913335977256374
SystemC,2024-01-01 02:31:00,55.94325109557421
SystemA,2024-01-01 02:32:00,55.98541615001773
SystemB,2024-01-01 02:32:00,56.25495115080152
SystemC,2024-01-01 02:32:00,55.566761065331036
SystemA,2024-01-01 02:33:00,55.72141156066261
SystemB,2024-01-01 02:33:00,35.18821485016166
SystemC,2024-01-01 02:33:00,56.17215557341933
SystemA,2024-01-01 02:34:00,56.753942304196705
SystemB,2024-01-01 02:34:00,56.26559852924504
SystemC,2024-01-01 02:34:00,56.539900936127545
SystemA,2024-01-01 02:35:00,56.81508256642271
SystemB,2024-01-01 02:35:00,56.44447413769484
SystemC,2024-01-01 02:35:00,56.77275998797867
SystemA,2024-01-01 02:36:00,55.950757766151234
SystemB,2024-01-01 02:36:00,56.86297844784106
SystemC,2024-01-01 02:36:00,55.391766633223604
SystemA,2024-01-01 02:37:00,57.10576563456396
SystemB,2024-01-01 02:37:00,55.12771001192241
SystemC,2024-01-01 02:37:00,57.05966264181886
SystemA,2024-01-01 02:38:00,56.56923006517068
SystemB,2024-01-01 02:38:00,56.80559244341428
SystemC,2024-01-01 02:38:00,55.938435002896256
SystemA,2024-01-01 02:39:00,57.25029347589383
SystemB,2024-01-01 02:39:00,56.32917174207594
SystemC,2024-01-01 02:39:00,56.691890394684854
SystemA,2024-01-01 02:40:00,55.9372835991724
SystemB,2024-01-01 02:40:00,56.26071750948966
SystemC,2024-01-01 02:40:00,56.30529201698957
SystemA,2024-01-01 02:41:00,56.5722065288807
SystemB,2024-01-01 02:41:00,57.23472859029948
SystemC,2024-01-01 02:41:00,56.707318699624125
SystemA,2024-01-01 02:42:00,56.91043575864921
SystemB,2024-01-01 02:42:00,56.51978191884134
SystemC,2024-01-01 02:42:00,55.83654259962934
SystemA,2024-01-01 02:43:00,56.266936146051464
SystemB,2024-01-01 02:43:00,56.094964318969026
SystemC,2024-01-01 02:43:00,57.09934229458523
SystemA,2024-01-01 02:44:00,55.848794399002074
SystemB,2024-01-01 02:44:00,56.608797657871165
SystemC,2024-01-01 02:44:00,56.53091413631851
SystemA,2024-01-01 02:45:00,56.45243125826985
SystemB,2024-01-01 02:45:00,57.29789120755689
SystemC,2024-01-01 02:45:00,57.018627271087446
SystemA,2024-01-01 02:46:00,56.56663673932974
SystemB,2024-01-01 02:46:00,56.84119592852465
SystemC,2024-01-01 02:46:00,56.633085874063134
SystemA,2024-01-01 02:47:00,56.72390724338999
SystemB,2024-01-01 02:47:00,56.74905746392178
SystemC,2024-01-01 02:47:00,56.041290782241234
SystemA,2024-01-01 02:48:00,56.18778283492527
SystemB,2024-01-01 02:48:00,56.149108777464235
SystemC,2024-01-01 02:48:00,55.85609394922612
SystemA,2024-01-01 02:49:00,56.89390878373589
SystemB,2024-01-01 02:49:00,56.89738483210372
SystemC,2024-01-01 02:49:00,57.0087122397865
SystemA,2024-01-01 02:50:00,57.11788523621169
SystemB,2024-01-01 02:50:00,56.94475895952262
SystemC,2024-01-01 02:50:00,56.318143888603004
SystemA,2024-01-01 02:51:00,56.234207180101095
SystemB,2024-01-01 02:51:00,56.92728199228397
SystemC,2024-01-01 02:51:00,56.1223610793342
SystemA,2024-01-01 02:52:00,56.21701366625136
SystemB,2024-01-01 02:52:00,56.59416877048197
SystemC,2024-01-01 02:52:00,56.733528063197255
SystemA,2024-01-01 02:53:00,56.68380578943795
SystemB,2024-01-01 02:53:00,55.66842426215413
SystemC,2024-01-01 02:53:00,56.29997652441317
SystemA,2024-01-01 02:54:00,57.113264005866974
SystemB,2024-01-01 02:54:00,56.931216861420275
SystemC,2024-01-01 02:54:00,56.80857755663361
SystemA,2024-01-01 02:55:00,56.80529306354046
SystemB,2024-01-01 02:55:00,56.315516657611475
SystemC,2024-01-01 02:55:00,56.38072067237349
SystemA,2024-01-01 02:56:00,57.177509931458175
SystemB,2024-01-01 02:56:00,56.63981479851649
SystemC,2024-01-01 02:56:00,56.46724940321012
SystemA,2024-01-01 02:57:00,57.42994209618009
SystemB,2024-01-01 02:57:00,56.51698867991717
SystemC,2024-01-01 02:57:00,56.93204360979702
SystemA,2024-01-01 02:58:00,57.21344953657052
SystemB,2024-01-01 02:58:00,57.01927991934568
SystemC,2024-01-01 02:58:00,56.59693349824118
